Lang	Sent_id	S_length	Dependency	DL
\de	82	8	(0, 1)	1
\de	90	7	(3, 1)	2
\de	90	7	(3, 2)	1
\de	90	7	(4, 3)	1
\de	90	7	(4, 7)	3
\de	90	7	(6, 5)	1
\de	90	7	(7, 6)	1
\de	90	7	(0, 4)	4
\de	93	4	(2, 1)	1
\de	93	4	(2, 3)	1
\de	93	4	(3, 4)	1
\de	93	4	(0, 2)	2
\de	102	9	(2, 1)	1
\de	102	9	(2, 4)	2
\de	102	9	(2, 5)	3
\de	102	9	(4, 3)	1
\de	102	9	(5, 7)	2
\de	102	9	(7, 6)	1
\de	102	9	(7, 8)	1
\de	102	9	(8, 9)	1
\de	102	9	(0, 2)	2
\de	105	10	(2, 1)	1
\de	105	10	(2, 4)	2
\de	105	10	(4, 3)	1
\de	105	10	(4, 6)	2
\de	105	10	(6, 5)	1
\de	105	10	(7, 2)	5
\de	105	10	(7, 8)	1
\de	105	10	(7, 10)	3
\de	105	10	(10, 9)	1
\de	105	10	(0, 7)	7
\de	108	8	(2, 1)	1
\de	108	8	(2, 3)	1
\de	108	8	(2, 5)	3
\de	108	8	(2, 7)	5
\de	108	8	(3, 4)	1
\de	108	8	(5, 6)	1
\de	108	8	(7, 9)	2
\de	108	8	(0, 2)	2
\de	112	9	(2, 1)	1
\de	112	9	(3, 2)	1
\de	112	9	(3, 4)	1
\de	112	9	(3, 8)	5
\de	112	9	(3, 9)	6
\de	112	9	(5, 7)	2
\de	112	9	(7, 6)	1
\de	112	9	(9, 5)	4
\de	112	9	(0, 3)	3
\de	113	11	(2, 1)	1
\de	113	11	(2, 3)	1
\de	113	11	(2, 4)	2
\de	113	11	(2, 8)	6
\de	113	11	(4, 6)	2
\de	113	11	(4, 12)	8
\de	113	11	(6, 5)	1
\de	113	11	(8, 7)	1
\de	113	11	(12, 10)	2
\de	113	11	(12, 11)	1
\de	113	11	(0, 2)	2
\de	115	6	(2, 1)	1
\de	115	6	(2, 3)	1
\de	115	6	(3, 4)	1
\de	115	6	(4, 6)	2
\de	115	6	(6, 5)	1
\de	115	6	(0, 2)	2
\de	121	7	(2, 1)	1
\de	121	7	(2, 3)	1
\de	121	7	(2, 4)	2
\de	121	7	(4, 5)	1
\de	121	7	(5, 7)	2
\de	121	7	(7, 6)	1
\de	121	7	(0, 2)	2
\de	124	11	(2, 1)	1
\de	124	11	(2, 3)	1
\de	124	11	(2, 4)	2
\de	124	11	(5, 2)	3
\de	124	11	(5, 7)	2
\de	124	11	(5, 9)	4
\de	124	11	(9, 11)	2
\de	124	11	(11, 10)	1
\de	124	11	(11, 13)	2
\de	124	11	(13, 12)	1
\de	124	11	(0, 5)	5
\de	125	10	(2, 1)	1
\de	125	10	(3, 2)	1
\de	125	10	(3, 7)	4
\de	125	10	(3, 8)	5
\de	125	10	(3, 10)	7
\de	125	10	(6, 5)	1
\de	125	10	(7, 4)	3
\de	125	10	(7, 6)	1
\de	125	10	(10, 9)	1
\de	125	10	(0, 3)	3
\de	130	7	(2, 1)	1
\de	130	7	(2, 4)	2
\de	130	7	(2, 5)	3
\de	130	7	(2, 6)	4
\de	130	7	(2, 7)	5
\de	130	7	(7, 3)	4
\de	130	7	(0, 2)	2
\de	131	10	(2, 1)	1
\de	131	10	(3, 2)	1
\de	131	10	(3, 4)	1
\de	131	10	(3, 5)	2
\de	131	10	(3, 8)	5
\de	131	10	(5, 7)	2
\de	131	10	(7, 6)	1
\de	131	10	(8, 10)	2
\de	131	10	(10, 9)	1
\de	131	10	(0, 3)	3
\de	133	5	(1, 2)	1
\de	133	5	(2, 3)	1
\de	133	5	(3, 4)	1
\de	133	5	(4, 5)	1
\de	133	5	(0, 1)	1
\de	137	11	(4, 3)	1
\de	137	11	(4, 6)	2
\de	137	11	(6, 5)	1
\de	137	11	(7, 1)	6
\de	137	11	(7, 2)	5
\de	137	11	(7, 4)	3
\de	137	11	(9, 7)	2
\de	137	11	(9, 10)	1
\de	137	11	(9, 12)	3
\de	137	11	(12, 11)	1
\de	137	11	(0, 9)	9
\de	147	7	(1, 2)	1
\de	147	7	(3, 1)	2
\de	147	7	(3, 5)	2
\de	147	7	(3, 7)	4
\de	147	7	(5, 4)	1
\de	147	7	(7, 6)	1
\de	147	7	(0, 3)	3
\de	150	11	(1, 2)	1
\de	150	11	(2, 3)	1
\de	150	11	(3, 5)	2
\de	150	11	(5, 4)	1
\de	150	11	(6, 1)	5
\de	150	11	(6, 8)	2
\de	150	11	(6, 11)	5
\de	150	11	(8, 7)	1
\de	150	11	(10, 9)	1
\de	150	11	(11, 10)	1
\de	150	11	(0, 6)	6
\de	154	11	(2, 1)	1
\de	154	11	(2, 8)	6
\de	154	11	(5, 4)	1
\de	154	11	(5, 7)	2
\de	154	11	(7, 6)	1
\de	154	11	(8, 5)	3
\de	154	11	(8, 9)	1
\de	154	11	(11, 12)	1
\de	154	11	(11, 13)	2
\de	154	11	(13, 2)	11
\de	154	11	(0, 11)	11
\de	156	6	(4, 2)	2
\de	156	6	(4, 5)	1
\de	156	6	(4, 6)	2
\de	156	6	(4, 8)	4
\de	156	6	(6, 7)	1
\de	156	6	(0, 4)	4
\de	157	7	(3, 1)	2
\de	157	7	(3, 2)	1
\de	157	7	(3, 4)	1
\de	157	7	(4, 5)	1
\de	157	7	(6, 3)	3
\de	157	7	(6, 7)	1
\de	157	7	(0, 6)	6
\de	158	10	(3, 2)	1
\de	158	10	(3, 7)	4
\de	158	10	(3, 10)	7
\de	158	10	(6, 4)	2
\de	158	10	(6, 5)	1
\de	158	10	(7, 6)	1
\de	158	10	(10, 11)	1
\de	158	10	(11, 12)	1
\de	158	10	(11, 13)	2
\de	158	10	(0, 3)	3
\de	160	12	(2, 1)	1
\de	160	12	(2, 3)	1
\de	160	12	(2, 5)	3
\de	160	12	(2, 6)	4
\de	160	12	(5, 4)	1
\de	160	12	(6, 9)	3
\de	160	12	(9, 7)	2
\de	160	12	(9, 8)	1
\de	160	12	(9, 10)	1
\de	160	12	(10, 12)	2
\de	160	12	(12, 11)	1
\de	160	12	(0, 2)	2
\de	162	11	(2, 5)	3
\de	162	11	(3, 1)	2
\de	162	11	(3, 2)	1
\de	162	11	(3, 4)	1
\de	162	11	(3, 9)	6
\de	162	11	(3, 12)	9
\de	162	11	(5, 7)	2
\de	162	11	(7, 6)	1
\de	162	11	(9, 8)	1
\de	162	11	(12, 11)	1
\de	162	11	(0, 3)	3
\de	164	8	(1, 2)	1
\de	164	8	(3, 7)	4
\de	164	8	(3, 8)	5
\de	164	8	(5, 4)	1
\de	164	8	(7, 5)	2
\de	164	8	(7, 6)	1
\de	164	8	(8, 1)	7
\de	164	8	(0, 3)	3
\de	172	7	(3, 1)	2
\de	172	7	(3, 2)	1
\de	172	7	(4, 3)	1
\de	172	7	(4, 5)	1
\de	172	7	(4, 7)	3
\de	172	7	(5, 6)	1
\de	172	7	(0, 4)	4
\de	173	12	(1, 3)	2
\de	173	12	(3, 5)	2
\de	173	12	(5, 4)	1
\de	173	12	(6, 1)	5
\de	173	12	(6, 7)	1
\de	173	12	(6, 8)	2
\de	173	12	(6, 11)	5
\de	173	12	(6, 12)	6
\de	173	12	(8, 10)	2
\de	173	12	(10, 9)	1
\de	173	12	(12, 13)	1
\de	173	12	(0, 6)	6
\de	178	7	(1, 3)	2
\de	178	7	(3, 2)	1
\de	178	7	(4, 1)	3
\de	178	7	(4, 5)	1
\de	178	7	(4, 7)	3
\de	178	7	(5, 6)	1
\de	178	7	(0, 4)	4
\de	186	10	(2, 1)	1
\de	186	10	(2, 6)	4
\de	186	10	(4, 3)	1
\de	186	10	(5, 4)	1
\de	186	10	(6, 5)	1
\de	186	10	(6, 7)	1
\de	186	10	(7, 8)	1
\de	186	10	(8, 10)	2
\de	186	10	(10, 9)	1
\de	186	10	(0, 2)	2
\de	188	6	(1, 2)	1
\de	188	6	(2, 3)	1
\de	188	6	(3, 4)	1
\de	188	6	(4, 5)	1
\de	188	6	(5, 6)	1
\de	188	6	(0, 1)	1
\de	192	10	(3, 1)	2
\de	192	10	(3, 2)	1
\de	192	10	(3, 5)	2
\de	192	10	(5, 4)	1
\de	192	10	(5, 7)	2
\de	192	10	(7, 6)	1
\de	192	10	(8, 3)	5
\de	192	10	(8, 9)	1
\de	192	10	(8, 10)	2
\de	192	10	(0, 8)	8
\de	196	10	(1, 4)	3
\de	196	10	(4, 2)	2
\de	196	10	(6, 7)	1
\de	196	10	(6, 9)	3
\de	196	10	(6, 10)	4
\de	196	10	(6, 12)	6
\de	196	10	(9, 8)	1
\de	196	10	(10, 1)	9
\de	196	10	(12, 13)	1
\de	196	10	(0, 6)	6
\de	198	11	(2, 1)	1
\de	198	11	(3, 2)	1
\de	198	11	(3, 4)	1
\de	198	11	(3, 7)	4
\de	198	11	(3, 10)	7
\de	198	11	(7, 5)	2
\de	198	11	(10, 12)	2
\de	198	11	(12, 11)	1
\de	198	11	(12, 13)	1
\de	198	11	(12, 14)	2
\de	198	11	(0, 3)	3
\de	199	11	(2, 1)	1
\de	199	11	(2, 3)	1
\de	199	11	(2, 4)	2
\de	199	11	(5, 2)	3
\de	199	11	(5, 6)	1
\de	199	11	(6, 9)	3
\de	199	11	(9, 7)	2
\de	199	11	(9, 8)	1
\de	199	11	(9, 11)	2
\de	199	11	(11, 10)	1
\de	199	11	(0, 5)	5
\de	200	12	(2, 1)	1
\de	200	12	(2, 3)	1
\de	200	12	(3, 4)	1
\de	200	12	(5, 2)	3
\de	200	12	(5, 6)	1
\de	200	12	(6, 8)	2
\de	200	12	(8, 7)	1
\de	200	12	(8, 9)	1
\de	200	12	(9, 12)	3
\de	200	12	(12, 10)	2
\de	200	12	(12, 11)	1
\de	200	12	(0, 5)	5
\de	202	7	(2, 1)	1
\de	202	7	(3, 2)	1
\de	202	7	(3, 4)	1
\de	202	7	(3, 5)	2
\de	202	7	(5, 7)	2
\de	202	7	(7, 6)	1
\de	202	7	(0, 3)	3
\de	206	8	(2, 1)	1
\de	206	8	(3, 2)	1
\de	206	8	(3, 4)	1
\de	206	8	(3, 5)	2
\de	206	8	(3, 6)	3
\de	206	8	(3, 8)	5
\de	206	8	(7, 3)	4
\de	206	8	(0, 7)	7
\de	211	12	(2, 1)	1
\de	211	12	(2, 3)	1
\de	211	12	(3, 5)	2
\de	211	12	(5, 4)	1
\de	211	12	(6, 8)	2
\de	211	12	(6, 9)	3
\de	211	12	(6, 13)	7
\de	211	12	(8, 7)	1
\de	211	12	(9, 2)	7
\de	211	12	(13, 11)	2
\de	211	12	(13, 12)	1
\de	211	12	(0, 6)	6
\de	214	11	(2, 1)	1
\de	214	11	(3, 2)	1
\de	214	11	(3, 4)	1
\de	214	11	(3, 11)	8
\de	214	11	(6, 5)	1
\de	214	11	(6, 7)	1
\de	214	11	(7, 10)	3
\de	214	11	(10, 8)	2
\de	214	11	(10, 9)	1
\de	214	11	(11, 6)	5
\de	214	11	(0, 3)	3
\de	220	10	(2, 1)	1
\de	220	10	(3, 2)	1
\de	220	10	(3, 5)	2
\de	220	10	(3, 8)	5
\de	220	10	(5, 4)	1
\de	220	10	(5, 7)	2
\de	220	10	(7, 6)	1
\de	220	10	(8, 10)	2
\de	220	10	(10, 9)	1
\de	220	10	(0, 3)	3
\de	224	11	(3, 1)	2
\de	224	11	(3, 2)	1
\de	224	11	(4, 3)	1
\de	224	11	(4, 5)	1
\de	224	11	(4, 8)	4
\de	224	11	(8, 7)	1
\de	224	11	(8, 10)	2
\de	224	11	(8, 11)	3
\de	224	11	(8, 12)	4
\de	224	11	(10, 9)	1
\de	224	11	(0, 4)	4
\de	225	11	(4, 3)	1
\de	225	11	(7, 1)	6
\de	225	11	(7, 2)	5
\de	225	11	(7, 4)	3
\de	225	11	(7, 5)	2
\de	225	11	(7, 6)	1
\de	225	11	(9, 7)	2
\de	225	11	(9, 10)	1
\de	225	11	(9, 11)	2
\de	225	11	(9, 12)	3
\de	225	11	(0, 9)	9
\de	227	4	(2, 1)	1
\de	227	4	(2, 4)	2
\de	227	4	(4, 3)	1
\de	227	4	(0, 2)	2
\de	230	4	(2, 1)	1
\de	230	4	(2, 4)	2
\de	230	4	(4, 3)	1
\de	230	4	(0, 2)	2
\de	233	10	(2, 1)	1
\de	233	10	(2, 4)	2
\de	233	10	(2, 10)	8
\de	233	10	(4, 3)	1
\de	233	10	(4, 6)	2
\de	233	10	(6, 5)	1
\de	233	10	(7, 8)	1
\de	233	10	(9, 7)	2
\de	233	10	(10, 9)	1
\de	233	10	(0, 2)	2
\de	238	10	(2, 1)	1
\de	238	10	(2, 3)	1
\de	238	10	(4, 5)	1
\de	238	10	(4, 6)	2
\de	238	10	(4, 8)	4
\de	238	10	(4, 9)	5
\de	238	10	(4, 10)	6
\de	238	10	(8, 7)	1
\de	238	10	(10, 2)	8
\de	238	10	(0, 4)	4
\de	239	11	(2, 1)	1
\de	239	11	(2, 3)	1
\de	239	11	(2, 6)	4
\de	239	11	(6, 4)	2
\de	239	11	(6, 5)	1
\de	239	11	(6, 8)	2
\de	239	11	(6, 9)	3
\de	239	11	(8, 7)	1
\de	239	11	(9, 11)	2
\de	239	11	(11, 10)	1
\de	239	11	(0, 2)	2
\de	242	6	(1, 2)	1
\de	242	6	(2, 4)	2
\de	242	6	(4, 3)	1
\de	242	6	(5, 1)	4
\de	242	6	(5, 6)	1
\de	242	6	(0, 5)	5
\de	245	9	(2, 1)	1
\de	245	9	(2, 4)	2
\de	245	9	(2, 9)	7
\de	245	9	(4, 3)	1
\de	245	9	(6, 5)	1
\de	245	9	(7, 8)	1
\de	245	9	(9, 6)	3
\de	245	9	(9, 7)	2
\de	245	9	(0, 2)	2
\de	246	12	(2, 1)	1
\de	246	12	(3, 2)	1
\de	246	12	(4, 5)	1
\de	246	12	(4, 8)	4
\de	246	12	(4, 12)	8
\de	246	12	(7, 6)	1
\de	246	12	(8, 7)	1
\de	246	12	(9, 11)	2
\de	246	12	(11, 10)	1
\de	246	12	(12, 3)	9
\de	246	12	(12, 9)	3
\de	246	12	(0, 4)	4
\de	247	5	(2, 1)	1
\de	247	5	(2, 5)	3
\de	247	5	(5, 3)	2
\de	247	5	(5, 4)	1
\de	247	5	(0, 2)	2
\de	249	8	(1, 2)	1
\de	249	8	(1, 4)	3
\de	249	8	(1, 5)	4
\de	249	8	(4, 3)	1
\de	249	8	(7, 1)	6
\de	249	8	(7, 8)	1
\de	249	8	(7, 9)	2
\de	249	8	(0, 7)	7
\de	250	12	(3, 2)	1
\de	250	12	(3, 4)	1
\de	250	12	(3, 5)	2
\de	250	12	(3, 10)	7
\de	250	12	(9, 8)	1
\de	250	12	(10, 7)	3
\de	250	12	(10, 9)	1
\de	250	12	(10, 11)	1
\de	250	12	(10, 12)	2
\de	250	12	(10, 14)	4
\de	250	12	(14, 13)	1
\de	250	12	(0, 3)	3
\de	254	12	(1, 2)	1
\de	254	12	(3, 5)	2
\de	254	12	(3, 12)	9
\de	254	12	(5, 4)	1
\de	254	12	(5, 8)	3
\de	254	12	(8, 6)	2
\de	254	12	(8, 7)	1
\de	254	12	(9, 10)	1
\de	254	12	(11, 1)	10
\de	254	12	(11, 9)	2
\de	254	12	(12, 11)	1
\de	254	12	(0, 3)	3
\de	255	10	(2, 1)	1
\de	255	10	(2, 4)	2
\de	255	10	(4, 3)	1
\de	255	10	(4, 5)	1
\de	255	10	(5, 6)	1
\de	255	10	(6, 7)	1
\de	255	10	(7, 8)	1
\de	255	10	(8, 10)	2
\de	255	10	(10, 9)	1
\de	255	10	(0, 2)	2
\de	259	5	(2, 1)	1
\de	259	5	(2, 3)	1
\de	259	5	(3, 4)	1
\de	259	5	(4, 5)	1
\de	259	5	(0, 2)	2
\de	261	9	(2, 1)	1
\de	261	9	(2, 9)	7
\de	261	9	(4, 3)	1
\de	261	9	(5, 4)	1
\de	261	9	(8, 6)	2
\de	261	9	(8, 7)	1
\de	261	9	(9, 5)	4
\de	261	9	(9, 8)	1
\de	261	9	(0, 2)	2
\de	263	8	(2, 1)	1
\de	263	8	(3, 2)	1
\de	263	8	(3, 4)	1
\de	263	8	(3, 8)	5
\de	263	8	(4, 5)	1
\de	263	8	(5, 7)	2
\de	263	8	(7, 6)	1
\de	263	8	(0, 3)	3
\de	268	3	(2, 1)	1
\de	268	3	(2, 3)	1
\de	268	3	(0, 2)	2
\de	271	6	(2, 1)	1
\de	271	6	(2, 3)	1
\de	271	6	(3, 4)	1
\de	271	6	(4, 5)	1
\de	271	6	(5, 6)	1
\de	271	6	(0, 2)	2
\de	274	12	(2, 1)	1
\de	274	12	(3, 2)	1
\de	274	12	(4, 6)	2
\de	274	12	(4, 12)	8
\de	274	12	(6, 5)	1
\de	274	12	(8, 7)	1
\de	274	12	(8, 11)	3
\de	274	12	(11, 9)	2
\de	274	12	(11, 10)	1
\de	274	12	(12, 3)	9
\de	274	12	(12, 8)	4
\de	274	12	(0, 4)	4
\de	275	6	(1, 3)	2
\de	275	6	(3, 2)	1
\de	275	6	(4, 5)	1
\de	275	6	(6, 1)	5
\de	275	6	(6, 4)	2
\de	275	6	(0, 6)	6
\de	284	7	(2, 1)	1
\de	284	7	(2, 7)	5
\de	284	7	(3, 4)	1
\de	284	7	(4, 6)	2
\de	284	7	(6, 5)	1
\de	284	7	(7, 3)	4
\de	284	7	(0, 2)	2
\de	288	8	(2, 1)	1
\de	288	8	(2, 4)	2
\de	288	8	(4, 3)	1
\de	288	8	(4, 6)	2
\de	288	8	(6, 5)	1
\de	288	8	(7, 2)	5
\de	288	8	(7, 8)	1
\de	288	8	(0, 7)	7
\de	289	6	(1, 2)	1
\de	289	6	(1, 5)	4
\de	289	6	(2, 4)	2
\de	289	6	(4, 3)	1
\de	289	6	(5, 6)	1
\de	289	6	(0, 1)	1
\de	290	2	(2, 1)	1
\de	290	2	(0, 2)	2
\de	291	6	(1, 2)	1
\de	291	6	(2, 3)	1
\de	291	6	(3, 5)	2
\de	291	6	(5, 4)	1
\de	291	6	(6, 1)	5
\de	291	6	(0, 6)	6
\de	295	12	(3, 1)	2
\de	295	12	(3, 2)	1
\de	295	12	(3, 9)	6
\de	295	12	(5, 7)	2
\de	295	12	(7, 6)	1
\de	295	12	(8, 5)	3
\de	295	12	(9, 4)	5
\de	295	12	(9, 8)	1
\de	295	12	(10, 3)	7
\de	295	12	(10, 11)	1
\de	295	12	(10, 12)	2
\de	295	12	(0, 10)	10
\de	296	11	(1, 3)	2
\de	296	11	(3, 2)	1
\de	296	11	(4, 5)	1
\de	296	11	(4, 11)	7
\de	296	11	(5, 6)	1
\de	296	11	(6, 7)	1
\de	296	11	(7, 8)	1
\de	296	11	(8, 10)	2
\de	296	11	(10, 9)	1
\de	296	11	(11, 1)	10
\de	296	11	(0, 4)	4
\de	299	5	(1, 2)	1
\de	299	5	(2, 3)	1
\de	299	5	(3, 4)	1
\de	299	5	(4, 5)	1
\de	299	5	(0, 1)	1
\de	310	9	(1, 3)	2
\de	310	9	(3, 2)	1
\de	310	9	(4, 5)	1
\de	310	9	(4, 8)	4
\de	310	9	(4, 9)	5
\de	310	9	(7, 6)	1
\de	310	9	(8, 7)	1
\de	310	9	(9, 1)	8
\de	310	9	(0, 4)	4
\de	311	10	(2, 1)	1
\de	311	10	(2, 3)	1
\de	311	10	(2, 8)	6
\de	311	10	(2, 11)	9
\de	311	10	(3, 4)	1
\de	311	10	(4, 5)	1
\de	311	10	(4, 6)	2
\de	311	10	(8, 7)	1
\de	311	10	(8, 9)	1
\de	311	10	(0, 2)	2
\de	325	6	(2, 1)	1
\de	325	6	(2, 6)	4
\de	325	6	(3, 4)	1
\de	325	6	(4, 5)	1
\de	325	6	(6, 3)	3
\de	325	6	(0, 2)	2
\de	331	12	(4, 1)	3
\de	331	12	(4, 2)	2
\de	331	12	(4, 3)	1
\de	331	12	(5, 6)	1
\de	331	12	(5, 8)	3
\de	331	12	(5, 12)	7
\de	331	12	(8, 7)	1
\de	331	12	(8, 11)	3
\de	331	12	(11, 9)	2
\de	331	12	(11, 10)	1
\de	331	12	(12, 4)	8
\de	331	12	(0, 5)	5
\de	337	4	(2, 1)	1
\de	337	4	(3, 2)	1
\de	337	4	(3, 4)	1
\de	337	4	(0, 3)	3
\de	339	10	(2, 1)	1
\de	339	10	(2, 3)	1
\de	339	10	(2, 7)	5
\de	339	10	(2, 10)	8
\de	339	10	(3, 6)	3
\de	339	10	(6, 4)	2
\de	339	10	(6, 5)	1
\de	339	10	(7, 9)	2
\de	339	10	(9, 8)	1
\de	339	10	(0, 2)	2
\de	342	5	(1, 2)	1
\de	342	5	(2, 3)	1
\de	342	5	(3, 4)	1
\de	342	5	(4, 5)	1
\de	342	5	(0, 1)	1
\de	343	11	(2, 1)	1
\de	343	11	(2, 11)	9
\de	343	11	(3, 4)	1
\de	343	11	(4, 5)	1
\de	343	11	(5, 6)	1
\de	343	11	(8, 7)	1
\de	343	11	(8, 9)	1
\de	343	11	(9, 10)	1
\de	343	11	(11, 3)	8
\de	343	11	(11, 8)	3
\de	343	11	(0, 2)	2
\de	345	9	(1, 4)	3
\de	345	9	(4, 2)	2
\de	345	9	(4, 3)	1
\de	345	9	(5, 1)	4
\de	345	9	(5, 7)	2
\de	345	9	(5, 9)	4
\de	345	9	(7, 6)	1
\de	345	9	(9, 8)	1
\de	345	9	(0, 5)	5
\de	347	12	(2, 1)	1
\de	347	12	(3, 2)	1
\de	347	12	(3, 4)	1
\de	347	12	(3, 5)	2
\de	347	12	(5, 9)	4
\de	347	12	(8, 7)	1
\de	347	12	(9, 6)	3
\de	347	12	(9, 8)	1
\de	347	12	(9, 10)	1
\de	347	12	(9, 12)	3
\de	347	12	(12, 11)	1
\de	347	12	(0, 3)	3
\de	360	10	(2, 1)	1
\de	360	10	(3, 2)	1
\de	360	10	(3, 5)	2
\de	360	10	(3, 6)	3
\de	360	10	(3, 7)	4
\de	360	10	(5, 4)	1
\de	360	10	(7, 10)	3
\de	360	10	(10, 8)	2
\de	360	10	(10, 9)	1
\de	360	10	(0, 3)	3
\de	361	10	(2, 1)	1
\de	361	10	(2, 3)	1
\de	361	10	(2, 4)	2
\de	361	10	(2, 10)	8
\de	361	10	(4, 6)	2
\de	361	10	(6, 5)	1
\de	361	10	(6, 9)	3
\de	361	10	(9, 7)	2
\de	361	10	(9, 8)	1
\de	361	10	(0, 2)	2
\de	362	5	(2, 1)	1
\de	362	5	(2, 4)	2
\de	362	5	(2, 5)	3
\de	362	5	(5, 3)	2
\de	362	5	(0, 2)	2
\de	364	7	(1, 3)	2
\de	364	7	(3, 2)	1
\de	364	7	(4, 1)	3
\de	364	7	(4, 5)	1
\de	364	7	(4, 7)	3
\de	364	7	(7, 6)	1
\de	364	7	(0, 4)	4
\de	365	6	(2, 1)	1
\de	365	6	(2, 6)	4
\de	365	6	(3, 4)	1
\de	365	6	(4, 5)	1
\de	365	6	(6, 3)	3
\de	365	6	(0, 2)	2
\de	370	10	(2, 1)	1
\de	370	10	(2, 4)	2
\de	370	10	(2, 10)	8
\de	370	10	(4, 3)	1
\de	370	10	(6, 5)	1
\de	370	10	(6, 7)	1
